job_id,job_title,salary_usd,salary_currency,company_location,employee_residence,remote_ratio,required_skills,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,job_title_num,industry_num,company_location_num,employee_residence_num,experience_level_EN,experience_level_EX,experience_level_MI,experience_level_SE,employment_type_CT,employment_type_FL,employment_type_FT,employment_type_PT,company_size_L,company_size_M,company_size_S,education_required_Associate,education_required_Bachelor,education_required_Master,education_required_PhD,skill_python,skill_sql,skill_tensorflow,skill_kubernetes,skill_scala,skill_pytorch,skill_linux,skill_git,skill_java,skill_gcp
AI01991,Machine Learning Engineer,72571,USD,Austria,Austria,100,"AWS, Scala, Kubernetes, Deep Learning",3,Manufacturing,2024-05-21,2024-06-27,1479,7.5,Quantum Computing Inc,14,8,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
AI01992,Autonomous Systems Engineer,84035,USD,China,China,50,"SQL, Azure, Tableau",2,Technology,2024-03-04,2024-05-03,557,8.9,Digital Transformation LLC,6,12,3,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AI01993,Principal Data Scientist,126831,GBP,United Kingdom,United Kingdom,0,"SQL, MLOps, Tableau, Kubernetes",9,Education,2025-02-10,2025-03-25,1609,5.3,Quantum Computing Inc,17,2,18,18,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
AI01994,AI Specialist,83776,USD,Finland,Finland,100,"Kubernetes, Computer Vision, Spark, Statistics",9,Consulting,2024-08-09,2024-09-06,2425,5.2,Autonomous Tech,5,1,5,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AI01995,Data Engineer,188284,EUR,Germany,Germany,100,"Python, TensorFlow, Mathematics",12,Government,2024-02-26,2024-03-27,709,7.9,Machine Intelligence Group,9,6,7,7,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
AI01996,AI Product Manager,82981,USD,China,China,100,"Computer Vision, Linux, Scala",4,Media,2025-01-24,2025-03-07,1448,8.9,Machine Intelligence Group,2,9,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
AI01997,AI Research Scientist,159917,EUR,Netherlands,Ireland,0,"Tableau, GCP, Statistics",7,Technology,2024-04-12,2024-05-02,2443,6.0,Quantum Computing Inc,3,12,12,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
AI01998,AI Consultant,193451,USD,Norway,Norway,100,"NLP, Python, GCP, Tableau",12,Real Estate,2025-03-21,2025-04-16,1853,7.6,Machine Intelligence Group,1,10,13,13,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
AI01999,Machine Learning Engineer,72053,USD,Denmark,Japan,100,"Kubernetes, NLP, Azure",1,Government,2024-05-08,2024-06-02,543,5.2,Predictive Systems,14,6,4,11,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AI02000,Principal Data Scientist,51840,USD,Israel,Israel,50,"R, PyTorch, AWS",3,Finance,2024-01-12,2024-02-03,1200,8.6,Machine Intelligence Group,17,4,10,10,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AI02001,AI Architect,119975,USD,Switzerland,Australia,100,"AWS, SQL, Python, TensorFlow",2,Retail,2024-12-05,2025-02-06,2303,6.1,DataVision Ltd,0,11,17,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
AI02002,Robotics Engineer,251718,USD,Singapore,France,50,"Statistics, AWS, TensorFlow, Python",19,Gaming,2024-03-04,2024-05-09,2246,7.5,DeepTech Ventures,19,5,14,6,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
AI02003,Head of AI,62962,USD,Austria,Austria,50,"Python, Tableau, Data Visualization, Scala",0,Technology,2024-03-17,2024-04-15,1000,6.1,Cognitive Computing,12,12,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
AI02004,Data Scientist,107125,USD,Sweden,Sweden,50,"Data Visualization, Python, Mathematics",2,Real Estate,2024-08-27,2024-10-05,2362,8.4,Neural Networks Co,10,10,16,16,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AI02005,Data Scientist,306266,USD,Singapore,Singapore,50,"AWS, Deep Learning, Tableau",16,Government,2024-06-04,2024-08-03,1297,7.9,Smart Analytics,10,6,14,14,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AI02006,Data Analyst,48573,USD,India,India,0,"Tableau, Data Visualization, Azure, GCP, Mathematics",1,Automotive,2024-05-06,2024-05-31,1308,7.1,Machine Intelligence Group,8,0,8,8,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AI02007,Data Scientist,33546,USD,Finland,Finland,50,"PyTorch, SQL, NLP, Hadoop, GCP",1,Technology,2024-05-11,2024-06-20,1254,9.2,Quantum Computing Inc,10,12,5,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
AI02008,NLP Engineer,74504,USD,Australia,Australia,50,"Hadoop, Linux, Data Visualization",2,Gaming,2024-10-28,2024-12-23,1384,9.5,Cloud AI Solutions,16,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AI02009,AI Software Engineer,53292,USD,Israel,Israel,50,"SQL, Scala, Azure",1,Retail,2024-10-23,2024-11-26,2093,6.0,Algorithmic Solutions,4,11,10,10,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
AI02010,Deep Learning Engineer,83620,USD,Ireland,Ireland,50,"Linux, Azure, GCP",2,Education,2024-12-04,2025-01-17,1221,8.5,Cognitive Computing,11,2,9,9,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
AI02011,AI Product Manager,38104,USD,Japan,Japan,0,"Data Visualization, Spark, NLP, Mathematics, Deep Learning",0,Energy,2024-07-23,2024-10-01,1800,5.2,Cloud AI Solutions,2,3,11,11,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI02012,AI Architect,73776,EUR,Germany,Germany,0,"Python, Scala, Deep Learning, Statistics, Tableau",4,Real Estate,2024-07-16,2024-09-06,840,5.9,Smart Analytics,0,10,7,7,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
AI02013,Principal Data Scientist,274301,USD,Denmark,Canada,50,"TensorFlow, Deep Learning, Linux, R",16,Healthcare,2025-01-07,2025-03-04,847,9.5,Neural Networks Co,17,7,4,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
AI02014,Machine Learning Engineer,145626,USD,United States,France,50,"NLP, Computer Vision, Tableau, TensorFlow",9,Healthcare,2025-01-03,2025-03-14,838,9.5,Cloud AI Solutions,14,7,19,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
AI02015,Principal Data Scientist,74964,USD,Canada,France,100,"Azure, Python, Linux, Statistics",1,Gaming,2024-01-12,2024-02-09,2302,5.8,Algorithmic Solutions,17,5,2,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
AI02016,AI Specialist,88508,USD,South Korea,South Korea,0,"Docker, Python, TensorFlow",8,Education,2024-01-10,2024-03-09,2441,9.3,Predictive Systems,5,2,15,15,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
AI02017,NLP Engineer,104599,USD,Finland,Finland,0,"Scala, SQL, Git",12,Energy,2025-01-12,2025-02-07,639,5.0,Quantum Computing Inc,16,3,5,5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
AI02018,Research Scientist,145356,EUR,Netherlands,Netherlands,0,"Hadoop, Tableau, Deep Learning",5,Telecommunications,2024-08-25,2024-10-07,1969,5.1,TechCorp Inc,18,13,12,12,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AI02019,AI Product Manager,142142,GBP,United Kingdom,United Kingdom,100,"Python, Git, Java, Hadoop",6,Gaming,2024-05-31,2024-07-29,1250,10.0,Digital Transformation LLC,2,5,18,18,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
AI02020,AI Specialist,198340,USD,United States,United States,100,"NLP, R, Docker, SQL",13,Transportation,2024-03-08,2024-05-11,1556,8.8,Advanced Robotics,5,14,19,19,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AI02021,Data Scientist,266719,USD,Sweden,Sweden,50,"Hadoop, Scala, GCP, Docker",18,Government,2024-12-21,2025-01-23,1500,9.7,AI Innovations,10,6,16,16,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
AI02022,Head of AI,58877,EUR,Germany,Germany,0,"PyTorch, TensorFlow, Python, Java",1,Telecommunications,2024-03-15,2024-05-26,1541,8.1,Machine Intelligence Group,12,13,7,7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
AI02023,NLP Engineer,84641,EUR,France,United Kingdom,0,"R, Hadoop, Python, Azure, Data Visualization",3,Government,2025-01-15,2025-03-21,1559,9.3,Smart Analytics,16,6,6,18,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AI02024,Data Analyst,156699,USD,Singapore,Singapore,100,"Kubernetes, Computer Vision, Hadoop, Statistics",5,Government,2024-04-10,2024-05-08,1889,7.5,Neural Networks Co,8,6,14,14,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AI02025,AI Software Engineer,73752,USD,Israel,Israel,100,"GCP, Python, Mathematics",3,Government,2024-06-27,2024-09-05,1249,7.7,Cloud AI Solutions,4,6,10,10,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
AI02026,Data Engineer,175297,USD,Israel,Israel,100,"Tableau, GCP, Deep Learning, SQL, Python",11,Technology,2024-04-08,2024-06-20,1699,9.8,Autonomous Tech,9,12,10,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
AI02027,AI Specialist,170571,EUR,Germany,Netherlands,100,"Tableau, NLP, Hadoop",5,Finance,2024-08-21,2024-09-17,1798,8.8,TechCorp Inc,5,4,7,12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AI02028,Computer Vision Engineer,295058,USD,United States,India,0,"Deep Learning, Git, AWS",18,Manufacturing,2024-12-13,2024-12-28,1617,5.6,DeepTech Ventures,7,8,19,8,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
AI02029,Autonomous Systems Engineer,128911,USD,United States,United States,50,"Tableau, MLOps, Kubernetes, SQL",4,Energy,2024-02-03,2024-03-11,1717,8.3,Algorithmic Solutions,6,3,19,19,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
AI02030,Principal Data Scientist,238549,USD,Norway,Austria,0,"Spark, Hadoop, Python, Kubernetes",11,Real Estate,2024-04-25,2024-06-15,1727,9.4,Neural Networks Co,17,10,13,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
AI02031,AI Software Engineer,105975,USD,Japan,Japan,50,"R, Kubernetes, Data Visualization",5,Telecommunications,2025-02-16,2025-03-30,651,9.8,DeepTech Ventures,4,13,11,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AI02032,Data Engineer,310349,USD,Switzerland,Switzerland,50,"SQL, Scala, Kubernetes",14,Technology,2024-01-13,2024-02-12,1027,9.8,Digital Transformation LLC,9,12,17,17,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
AI02033,Data Analyst,85852,USD,United States,India,50,"Kubernetes, PyTorch, Hadoop, Data Visualization",0,Technology,2025-01-15,2025-03-01,608,8.7,DataVision Ltd,8,12,19,8,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
AI02034,Computer Vision Engineer,56379,USD,Sweden,Sweden,50,"Linux, Hadoop, Deep Learning, Kubernetes, GCP",1,Finance,2024-09-16,2024-11-01,1362,7.0,DataVision Ltd,7,4,16,16,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
AI02035,AI Research Scientist,250421,GBP,United Kingdom,United Kingdom,100,"Git, GCP, SQL, PyTorch, Mathematics",19,Media,2024-06-02,2024-06-30,2487,8.4,DeepTech Ventures,3,9,18,18,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
AI02036,ML Ops Engineer,40697,USD,Austria,Austria,50,"Kubernetes, Java, Mathematics, Computer Vision, Tableau",0,Real Estate,2025-03-05,2025-04-26,812,8.1,AI Innovations,13,10,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
AI02037,AI Software Engineer,322318,USD,Switzerland,Netherlands,100,"SQL, PyTorch, Deep Learning, AWS",13,Consulting,2024-07-03,2024-09-13,771,8.9,Smart Analytics,4,1,17,12,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
AI02038,AI Architect,94938,EUR,Germany,Norway,0,"Python, TensorFlow, Tableau, R, Linux",4,Media,2024-05-30,2024-07-10,1983,6.8,Cloud AI Solutions,0,9,7,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
AI02039,AI Research Scientist,107924,USD,Sweden,Sweden,0,"Python, TensorFlow, GCP, PyTorch, Linux",3,Manufacturing,2024-10-14,2024-11-27,1624,6.6,TechCorp Inc,3,8,16,16,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
AI02040,Computer Vision Engineer,49156,USD,Finland,Finland,50,"Docker, MLOps, Mathematics, Python",2,Automotive,2024-10-10,2024-12-06,1285,6.5,Predictive Systems,7,0,5,5,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AI02041,Data Scientist,61384,USD,Singapore,United States,0,"Computer Vision, MLOps, AWS",0,Media,2024-06-23,2024-08-19,1635,6.3,Neural Networks Co,10,9,14,19,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI02042,Head of AI,181091,USD,Denmark,Singapore,50,"Java, SQL, Statistics",7,Education,2024-05-07,2024-06-13,2334,7.6,Smart Analytics,12,2,4,14,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
AI02043,Data Scientist,43474,USD,Israel,Israel,50,"PyTorch, Spark, SQL",0,Media,2024-06-02,2024-08-12,1745,6.9,DeepTech Ventures,10,9,10,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
AI02044,Machine Learning Engineer,82781,USD,Denmark,Denmark,100,"Tableau, PyTorch, TensorFlow",0,Education,2024-11-18,2025-01-19,1257,7.5,Machine Intelligence Group,14,2,4,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
AI02045,AI Consultant,77008,EUR,Netherlands,Denmark,100,"Spark, Python, Git, TensorFlow, Tableau",1,Automotive,2024-10-28,2024-11-11,1577,7.1,Neural Networks Co,1,0,12,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
AI02046,Machine Learning Researcher,118788,USD,Norway,Norway,100,"Java, NLP, MLOps, Statistics, Tableau",2,Gaming,2024-01-31,2024-02-26,1721,9.1,DataVision Ltd,15,5,13,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AI02047,Machine Learning Engineer,101894,USD,Sweden,Sweden,100,"Python, Hadoop, NLP",8,Automotive,2025-02-06,2025-03-14,2007,5.9,Digital Transformation LLC,14,0,16,16,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AI02048,Data Engineer,87139,USD,United States,United States,100,"GCP, TensorFlow, Linux, Python",1,Retail,2025-02-13,2025-03-20,2361,6.7,AI Innovations,9,11,19,19,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
AI02049,Deep Learning Engineer,55375,USD,China,China,50,"Linux, GCP, R, Computer Vision, Mathematics",2,Retail,2025-04-02,2025-04-27,614,8.3,Autonomous Tech,11,11,3,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
AI02050,Autonomous Systems Engineer,61701,USD,Sweden,Sweden,50,"Scala, Docker, Tableau",1,Technology,2024-08-15,2024-10-19,2116,7.1,Smart Analytics,6,12,16,16,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AI02051,AI Consultant,68729,USD,Ireland,France,50,"Docker, PyTorch, SQL, Linux",5,Education,2024-03-08,2024-04-11,1962,5.4,Digital Transformation LLC,1,2,9,6,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
AI02052,ML Ops Engineer,56037,USD,Australia,Australia,100,"Python, MLOps, Linux, TensorFlow, Deep Learning",1,Retail,2024-02-03,2024-04-05,1961,5.8,Cognitive Computing,13,11,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
AI02053,Research Scientist,188436,USD,Singapore,Singapore,0,"Python, Statistics, Kubernetes, TensorFlow, Mathematics",14,Healthcare,2024-01-31,2024-03-03,684,5.2,Algorithmic Solutions,18,7,14,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
AI02054,Autonomous Systems Engineer,75077,EUR,Netherlands,Netherlands,100,"Docker, R, Mathematics",1,Media,2024-05-30,2024-06-22,1738,6.2,AI Innovations,6,9,12,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AI02055,Machine Learning Researcher,230705,USD,Canada,Canada,100,"Linux, Mathematics, Python, Git, Statistics",11,Automotive,2024-01-21,2024-03-09,2499,5.8,Cloud AI Solutions,15,0,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
AI02056,Autonomous Systems Engineer,156030,USD,Switzerland,Norway,100,"Kubernetes, Java, Scala, Deep Learning, NLP",9,Real Estate,2025-03-30,2025-05-04,1964,7.6,Autonomous Tech,6,10,17,13,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
AI02057,Principal Data Scientist,82005,EUR,France,France,0,"SQL, Docker, PyTorch, AWS",1,Media,2025-04-13,2025-05-11,1474,7.7,Advanced Robotics,17,9,6,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
AI02058,ML Ops Engineer,75085,GBP,United Kingdom,United Kingdom,50,"Data Visualization, PyTorch, Java, Python, GCP",1,Telecommunications,2024-10-01,2024-12-08,1003,8.7,Machine Intelligence Group,13,13,18,18,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
AI02059,NLP Engineer,73393,EUR,France,Israel,50,"Spark, Python, Computer Vision, Scala",2,Automotive,2024-10-12,2024-11-07,1551,8.7,Advanced Robotics,16,0,6,10,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
AI02060,Machine Learning Researcher,101098,EUR,Netherlands,Canada,50,"Java, Statistics, Python",4,Transportation,2024-07-06,2024-07-22,1238,8.8,Quantum Computing Inc,15,14,12,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
AI02061,AI Consultant,57535,USD,India,India,50,"Python, Data Visualization, MLOps",0,Gaming,2025-03-24,2025-04-29,1278,9.2,Algorithmic Solutions,1,5,8,8,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AI02062,Computer Vision Engineer,96824,USD,Australia,Australia,100,"GCP, PyTorch, Deep Learning, MLOps",4,Consulting,2025-03-15,2025-05-16,1517,9.9,Future Systems,7,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
AI02063,Autonomous Systems Engineer,217955,USD,Switzerland,Switzerland,100,"Java, AWS, Tableau, Spark",9,Finance,2024-09-11,2024-10-10,1193,5.4,Autonomous Tech,6,4,17,17,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
AI02064,Research Scientist,61276,USD,Singapore,Singapore,50,"Git, Hadoop, Docker",1,Finance,2025-03-31,2025-05-31,1634,5.9,Future Systems,18,4,14,14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AI02065,AI Consultant,104933,USD,Norway,Norway,100,"Kubernetes, MLOps, Deep Learning",1,Education,2025-01-09,2025-02-22,2171,6.5,Algorithmic Solutions,1,2,13,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AI02066,AI Specialist,142782,USD,Israel,Israel,50,"Python, R, MLOps",19,Telecommunications,2024-03-07,2024-03-26,1181,5.9,DeepTech Ventures,5,13,10,10,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AI02067,Data Scientist,204726,USD,Denmark,Denmark,50,"Deep Learning, Python, Docker, Linux, MLOps",11,Retail,2025-01-19,2025-03-20,2405,8.1,TechCorp Inc,10,11,4,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
AI02068,AI Architect,60005,USD,China,Ireland,100,"Scala, R, Python, AWS, SQL",4,Healthcare,2024-03-15,2024-05-04,2004,8.0,Machine Intelligence Group,0,7,3,9,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
AI02069,AI Specialist,147711,USD,Singapore,France,50,"Scala, Python, MLOps",16,Gaming,2024-06-24,2024-07-31,1426,9.3,Predictive Systems,5,5,14,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
AI02070,AI Architect,71812,USD,Canada,Austria,100,"Python, MLOps, Scala, Computer Vision, TensorFlow",3,Healthcare,2025-01-23,2025-03-16,2249,7.9,Machine Intelligence Group,0,7,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
AI02071,Data Engineer,84133,EUR,France,France,0,"Deep Learning, Scala, Azure, Kubernetes, Statistics",3,Transportation,2024-09-26,2024-12-01,1259,7.6,Algorithmic Solutions,9,14,6,6,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
AI02072,AI Product Manager,108151,GBP,United Kingdom,Israel,100,"Kubernetes, Python, TensorFlow, Hadoop",8,Consulting,2024-03-22,2024-05-10,1548,5.7,AI Innovations,2,1,18,10,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
AI02073,AI Architect,127345,USD,Denmark,Denmark,50,"Python, Spark, Deep Learning, Java, Git",2,Automotive,2024-09-10,2024-11-09,1174,5.6,Cognitive Computing,0,0,4,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
AI02074,AI Product Manager,186825,USD,Canada,Canada,50,"Tableau, GCP, R, Linux, SQL",16,Automotive,2024-06-24,2024-07-10,2276,5.4,Advanced Robotics,2,0,2,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
AI02075,Research Scientist,45317,USD,Austria,Austria,0,"Spark, Azure, Java",1,Media,2024-11-03,2025-01-13,996,6.7,Neural Networks Co,18,9,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AI02076,Head of AI,131774,EUR,Netherlands,Netherlands,0,"Java, Linux, Hadoop",5,Energy,2024-04-07,2024-05-17,1463,7.2,AI Innovations,12,3,12,12,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
AI02077,AI Software Engineer,88064,USD,Australia,Australia,100,"Hadoop, Computer Vision, Data Visualization, Python",4,Energy,2024-02-15,2024-03-30,922,9.3,DeepTech Ventures,4,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AI02078,Machine Learning Engineer,87867,USD,Ireland,Ireland,100,"Kubernetes, Deep Learning, Computer Vision, PyTorch, GCP",3,Technology,2025-03-04,2025-05-02,1832,7.1,DeepTech Ventures,14,12,9,9,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
AI02079,ML Ops Engineer,43469,USD,India,India,100,"Spark, Statistics, SQL, Python, MLOps",0,Manufacturing,2024-11-30,2025-02-09,1124,7.6,Machine Intelligence Group,13,8,8,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
AI02080,Data Engineer,164421,EUR,Germany,Australia,0,"Deep Learning, MLOps, Kubernetes, R",16,Transportation,2024-08-23,2024-10-27,927,8.1,Algorithmic Solutions,9,14,7,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AI02081,NLP Engineer,173029,USD,Israel,Israel,50,"R, Python, GCP, SQL",16,Media,2024-03-28,2024-05-05,612,9.5,Cognitive Computing,16,9,10,10,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
AI02082,Autonomous Systems Engineer,136693,USD,Singapore,Singapore,100,"PyTorch, Java, SQL",6,Telecommunications,2024-02-24,2024-04-22,1597,9.1,Future Systems,6,13,14,14,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
AI02083,AI Product Manager,157522,EUR,Netherlands,Netherlands,0,"AWS, Scala, Java, Git, SQL",7,Energy,2024-01-16,2024-02-16,795,5.4,Predictive Systems,2,3,12,12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
AI02084,Principal Data Scientist,174414,USD,Denmark,Denmark,100,"Java, R, Scala",7,Gaming,2025-04-03,2025-05-17,2154,6.5,Digital Transformation LLC,17,5,4,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
